出家,https://pic.arkread.com/cover/ebook/f/26807187.1653707257.jpg!cover_default.jpg,https://read.douban.com/ebook/26807187/,张忌,《出家》为养家糊口，原本打着三份零工的男人方泉受人指引成为寺庙里的广净师傅。过上了僧人生活和现实生活交替的日子，逐渐喜欢上念经、打坐的生活。直到接受一座寺庙，成为住持，方泉萌生要扩大寺庙规模的野心，然而这样，他就得真的出家。这次，方泉真的动心了。    张忌，小说家，人民文学新人奖得主。2003年开始小说创作，先后在《收获》《人民文学》等杂志发表小说近百万字。2016年其长篇小说新作《出家》一经发表，即引起广泛关注。曾获得“於梨华青年文学奖”、浙江省青年文学之星奖等。,121531字,9.99元
我爱你，蓄谋已久（全集）,https://pic.arkread.com/cover/ebook/f/15945308.1653709749.jpg!cover_default.jpg,https://read.douban.com/ebook/15945308/,十年一信,【丛优篇】  我叫丛优。  我和黎华的爱情，从开始到现在，充斥的全是误会。  二十岁，我在最好的年华遇到他，一次次凝望他的背影，换来他为我转身的机会。  可我得到他的心，却守不住他的情。  横亘在我们中间的，不只有人，还有心，还有梦想。  前程和爱人，你会选择哪个？  【周问雪篇】  我叫周问雪。  我和李拜天的爱情，从来都是我爱他，但他爱别人。  他泡妞我帮他写情书，他打架我给他递酒瓶，他拍照我给他擦镜头，他赚钱我替他数钞票。  征服一个男人，绝不止守候这么简单。  我可以陪你耗，耗到你没人要。  【燕小嫦篇】  我叫燕小嫦。  我和王昭阳的爱情，还没开始，就已注定是不被祝福的爱情。  我们之间横亘着的，除了身份、年龄，还有我和他的自尊心。  我不在乎别人的眼光，只想安安静静地爱你，不可以吗？  你说我幼稚，说我不懂事。  那好，等我长大，我再继续爱你。    十年一信，白羊座，喜欢阅读和电影，最喜欢的是靠在床上开着窗户听着街上的大喇叭声发呆，心静自然凉。诉说的欲望来自于对浪漫体验的幻想，那些未来的没来得及发生的期待，我在故事中成全我自己。,0字,13.5元
歌犬,https://pic.arkread.com/cover/ebook/f/432368349.1684733398.jpg!cover_default.jpg,https://read.douban.com/ebook/432368349/,"[爱尔兰] 科伦·麦凯恩, 译者: 方柏林",●爱尔兰作家科伦·麦凯恩代表作  ●主人公沿着父亲的当年的足迹，从爱尔兰到西班牙，再到南美洲墨西哥，只为寻找母亲  ●面对衰老的父亲，他选择了谅解。  主人公康纳·里昂斯历时五年，仅凭不可靠的记忆和几张照片，沿着父亲年轻时走过的足迹，辗转多国，从爱尔兰到西班牙，再到南美洲墨西哥，最后返回爱尔兰。康纳的父亲是摄影师，年轻时周游世界，在墨西哥遇到了日后成为妻子的女人。可是，康纳的母亲在他十二岁时失踪了，再也没有回来，这也成了康纳的心结，他重走父亲年轻时走过的去墨西哥的路线，也是为了寻找母亲的踪迹。  返回爱尔兰后，康纳在家停留了七天。这本小说主要讲述的就是这七天里，“我”与父亲的故事。    科伦·麦凯恩，1965年生于爱尔兰都柏林，1986年为小说创作来到美国，之后的一年半里，他骑车穿越了北美，为其之后的小说累积了大量素材。1988年至1991年，他旅居德克萨斯州，在德克萨斯大学获得文学学士学位。目前在纽约市立大学亨特学院教授创意写作课程。自1994年出版短篇小说集《垂钓黑河上》起，麦凯恩已出版七部长篇小说、三部中短篇小说集，包括《佐利姑娘》《随巴黎起舞》《转吧，这伟大的世界》《隧道尽头的光明》《飞越大西洋》等。其中，《转吧，这伟大的世界》获2009年度美国国家图书奖、2011年度国际IMPAC都柏林文学奖。其作品已被翻译成三十多种语言。他最近的一部作品为长篇小说《无极形》（2020）。,121586字,24.99元
雅各布·冯·贡腾,https://pic.arkread.com/cover/ebook/f/475426103.1721799824.jpg!cover_default.jpg,https://read.douban.com/ebook/475426103/,"[瑞士] 罗伯特·瓦尔泽, 译者: 范捷平",贵族青年雅各布有一天来到班雅曼塔仆人学校当寄宿生，为了将自己训练成“诱人的、滚圆的零蛋”。他的榜样是同学克劳斯，一个没有自己的思想、愿望的完美仆人。  校长班雅曼塔先生脾气乖僻，在学生眼里是个“巨人”，是权力的象征。在学校面临巨大危机的阴影中，他渐渐将雅各布视为唯一的朋友。最终，仆人学校的学生纷纷离去，奔赴各自的人生。班雅曼塔先生也成功说服雅各布离开学校与自己一起去创造更新、更勇敢的生活。  ★罗伯特·瓦尔泽  他是公认的德语文学大师，同卡夫卡、乔伊斯、穆齐尔齐名的西方现代主义经典作家。  2023年诺贝尔文学奖得主约翰·福瑟的《童年场景》(2018)让人想起罗伯特·瓦尔泽和弗朗茨·卡夫卡。  ★《雅各布·冯·贡腾：仆人学校日记》，众多作家的追捧对象！  这部现代德语文学天才之作，曾受到卡夫卡、本雅明、黑塞、塞巴尔德、桑塔格、J.M.库切、埃利亚斯·卡内蒂、约翰·阿什伯里等著名作家的一致推崇。  卡夫卡心悦诚服，“瓦尔泽的作品是我个人最伟大的发现”， 本雅明称赞，“瓦尔泽的故事不同寻常地温柔，在他的作品中没有颓废的神经紧张，只有生活痊愈后纯粹和活跃的情绪”，黑塞推崇，“如果瓦尔泽有千万个读者，那世界将变得更加美好”。  ★既渺小又伟大，完全来自白雪皑皑覆盖下的想象国度！  小说讲述了一位出身高贵的年轻人，自愿前往仆人学校学习耐心和服从的本领，并以仆人的身份审视社会的真相。瓦尔泽从歌德庶民到精神贵族那种积极向上的新人文主义教育小说的模式中，创造了一种不断向下、自我放逐、躺平反抗的人物，和一个现实世界中分离出来的精神避难所。  ★瓦尔泽一生最爱的作品。  即使对今天的专业读者来说，瓦尔泽也是一个巨大的挑战。他既是浪漫的幻想家、天真的寻梦人，又是深邃的哲人和技艺精湛的语言大师。瓦尔泽在谈到《雅各布·冯·贡腾》时说：“这部小说的绝大部分是文学臆想，在我那么多作品中我最喜欢它。”    罗伯特·瓦尔泽（1878.4.15-1956.12.25），瑞士诗人、小说家，死后被誉为天才。他从事过各种卑微的职业——管家、职员、图书管理员助理和书商，他的一生弥漫着一种疏离感与对孤独的渴望。《雅各布·冯·贡腾》是他最著名的小说，这部作品定义了他对柏林日常生活的看法。他于1905年搬到柏林，1913年回到贝尔后继续写作，1929年住进伯尔尼的瓦尔道精神病院。1933年，他被转移到黑里绍的另一家精神病院，彻底停止写作。1956年圣诞节，他像往常一样外出散步，午后孩子们在白雪覆盖的雪地里发现了他冰冻的尸体。  范捷平，浙江大学外文学院教授，博导，以德国文学、文化学为主要研究方向，著有《罗伯特·瓦尔泽与主体话语批评》《德国文学散论》等专著，发表《论瓦尔泽与卡夫卡的文学关系》《论“班雅曼塔学校”的符号和象征意义》《论瓦尔泽的小说〈雅各布·冯·贡腾的现代性〉》等核心论文。获柏林工大杰出贡献银质奖章。,99413字,38.0元
Great Expectations（远大前程）,https://pic.arkread.com/cover/ebook/f/10860210.1653701039.jpg!cover_default.jpg,https://read.douban.com/ebook/10860210/,Charles Dickens,"Great Expectations is one of the most famous and much-loved novels by the great master of Victorian prose, Charles Dickens. Like all of his great novels, Great Expectations has Dickens's brilliant use of character and plot--along with an incredible sensibility and sympathy for the way that the British class system was constructed in the nineteenth century. The novel centers around a poor young man by the name of Pip, who is given the chance to make himself a gentleman by a mysterious benefactor. Great Expectations offers a fascinating view of the differences between classes during the Victorian era, as well as a great sense of comedy and pathos.    狄更斯（Charles Dickens, 1812～1870）：1812年生于英国的朴次茅斯。父亲过着没有节制的生活，负债累累。年幼的狄更斯被迫被送进一家皮鞋油店当学徒，饱尝了艰辛。狄更斯16岁时，父亲因债务被关进监狱。从此，他们的生活更为悲惨。工业革命一方面带来了19世纪前期英国大都市的繁荣，另一方面又带来了庶民社会的极端贫困和对童工的残酷剥削。尖锐的社会矛盾和不公正的社会制度使狄更斯决心改变自己的生活。15岁时，狄更斯在一家律师事务所当抄写员并学习速记，此后，又在报社任新闻记者。在《记事晨报》任记者时，狄更斯开始发表一些具有讽刺和幽默内容的短剧，主要反映伦敦的生活，逐渐有了名气。他了解城市底层人民的生活和风土人情，这些都体现在他热情洋溢的笔端。此后，他在不同的杂志社任编辑、主编和发行人，其间发表了几十部长篇和短篇小说，主要作品有《雾都孤儿》、《圣诞颂歌》、《大卫·科波菲尔》和《远大前程》等。",189100字,免费
证言疑云,https://pic.arkread.com/cover/ebook/f/450553.1653713750.jpg!cover_default.jpg,https://read.douban.com/ebook/450553/,"[英] 多萝西·L.塞耶斯, 译者: 孙永华",《证言疑云》讲述了：温西勋爵的哥哥聚集朋友来到里德斯戴尔庄园。打猎，游玩，乡间情趣令人陶醉……直到一天晚上，一个男人伏尸菊花丛中，身着晚礼服，脚穿便鞋。令人吃惊的是，他是温西未来的妹夫；不仅如此，涉嫌谋杀的竟是温西的哥哥。证人一个一个上场，证言五花八门，真相到底隐藏在何处？  本书是多萝西·塞耶斯所著彼得·温西勋爵系列侦探小说之二（按原出版顺序）。作者与阿加莎·克里斯蒂、约瑟芬·铁伊并称“推理小说黄金时代三大女杰”，作品风靡欧美，彼得·温西勋爵是她笔下最受欢迎的侦探形象，在推理小说史中的地位足与福尔摩斯相较。  多萝西·L. 塞耶斯(Dorothy L Sayers，1893—1957) ，英国著名侦探小说家、戏剧家、神学理论家兼翻译家，1893年出生于一个牧师家庭，是第一批获得牛津大学学位的女性之一。从牛津大学毕业后，塞耶斯先是任职于出版社，后选择在伦敦一家广告事务所担任广告撰稿人，并着手创作第一部长篇侦探小说《谁的尸体》（Whose Body？1923）。从1923年到1937年，塞耶斯主要创作了十多部以彼得·温西勋爵(Lord Peter Wimsey)为主角的系列侦探小说，被公认为二十世纪最出色的侦探小说作家之一。另外，她还参与创建英国侦探小说俱乐部，并担任过主席。停止侦探小说写作后，塞耶斯把主要精力用于创作广播剧，研究神学理论，其中一项杰出的成就是翻译了但丁的《神曲》。,162439字,18.99元
The War of the Worlds（星际战争）,https://pic.arkread.com/cover/ebook/f/8284028.1653701050.jpg!cover_default.jpg,https://read.douban.com/ebook/8284028/,H. G. Wells,"The War of the Worlds (1898), by H. G. Wells, is an early science fiction novel which describes an invasion of England by aliens from Mars. It is one of the earliest and best-known depictions of an alien invasion of Earth, and has influenced many others, as well as spawning several films, radio dramas, comic book adaptations, and a television series based on the story. The 1938 radio broadcast caused public outcry against the episode, as many listeners believed that an actual Martian invasion was in progress, a notable example of mass hysteria.  This is a public domain book converted by anonymous volunteers and you may find it for free on the web.This work is respectfully inscribed by the author.     H. G. Wells, an English writer best known for such science fiction novels as The Time Machine, The War of the Worlds, The Invisible Man and The Island of Doctor Moreau. He was a prolific writer of both fiction and non-fiction, and produced works in many different genres, including contemporary novels, history, and social commentary. He was also an outspoken socialist. His later works become increasingly political and didactic, and only his early science fiction novels are widely read today. Wells, along with Hugo Gernsback and Jules Verne, is sometimes referred to as ""The Father of Science Fiction"".",60864字,免费
寻找老板,https://pic.arkread.com/cover/ebook/f/20130783.1653708305.jpg!cover_default.jpg,https://read.douban.com/ebook/20130783/,疯叶铿然,"故事发生在民国末年，那天深夜，白劳被老板莫名其妙地辞退，突然变得一无所有，必须寻找老板讨回一个公道！可无论如何，白劳始终无法找到老板！或许，老板只是寓言故事的主角，不过是内心深处与自己作对的另一个我。  在寻找老板的路上，白劳被神仙姐姐与小四诱惑了灵魂，被红色内裤与十八家族的宝藏耽误了前程，被脑科天使与老鼠兄弟以指甲癌的名义囚禁于病人院，自从白劳得了病，荒诞而戏剧性的骗局接连不断，虚伪而阴险的人和禽兽，一个接一个粉墨登场，一步步将白劳推向被老板精心设计好的死亡……  当所有积蓄与精力此而耗尽，白劳真的病倒了，作为一个失业有病又没钱的底层百姓，在生命的最后，他写了一本关于老板的书，只为赚点钱，填饱肚子，如果收入丰厚一些，再用这点钱治好病。但事与愿违，当白劳摆摊售书时，却被小日本逮捕，理由是：白劳的书，背离主流价值观，内容阴森充满负能量，语言暴力，偶尔利用黄色描述制造噱头！  我为什么写这本书：  假如有一天，我们不幸病倒了，所有积蓄顷刻之间化为乌有，面对医院的高额费用，我们还能继续淡定地容忍，救死扶伤的非盈利性医院里各种奇葩的收费项目？  为什么挂号要收费，为什么躺在治病的床上要收费，为什么进入医院挥土如金般地消费还要收取停车费，为什么总是让患者带回家一盒又一盒吃不完的药，为什么非盈利性医院的药总是比盈利性药房的药贵很多，患者还没有讨价还价的余地？  当我们健康着、快乐着、拼命为事业而努力奋斗着，我们当然不会关心看似离我们非常遥远的医院里的一些事儿。  但这一辈子很长，当我们渐渐成长并老去，总有一天会与医院打交道，为了我们的生命，为了我们的未来，为了我们无需那么愤怒着安度晚年，我们是不是要从现在开始关注医院的一些事儿？  既然他们无所作为，我们何不帮他们改掉一些不好的习惯？这是一个异想天开的想法，一介屁民能有多大的能耐？  然而，如果我们继续漠不关心，真的无药可救了，即使我们的力量很小。  为了医院的那些事儿，我辞掉了工作，混进医院亲身体验作为一名患者任由宰割的各种经历。  然后，我写下了这本书，只为对医院各种不合理的怪象进行抗争，唤醒人们对医院一些事儿的关注，顺便带给还在殊死拼搏事业的朋友，一些关于生命与未来的思考。  故事是虚构的，但人和事却有几分真实。    疯叶铿然  一个天真地梦想以文字为生计写作者，2015年辞掉工作，进入病人院（非医院）修行，只为不孤单地活着,只为抗争内心深处另一个我的恶。著有《老疯的诗》、《青春的隐》，《老黑与白色会》等。",194822字,2.99元
科幻世界·2019年12期,https://pic.arkread.com/cover/ebook/f/134080040.1653698072.jpg!cover_default.jpg,https://read.douban.com/ebook/134080040/,拉兹 主编,《科幻世界》创刊于1979年，最早叫《科学文艺》，1991年更名为《科幻世界》。自创刊以来，《科幻世界》一直是中国最重要的介绍科幻文化的杂志，也是中国最主要的科幻小说发表平台，刘慈欣、王晋康、何夕、韩松、江波等中国当今最活跃的科幻作家都是以这本杂志为媒介被读者们认识的。  《科幻世界》杂志的栏目非常丰富多彩，包括刊登国内优秀原创科幻小说的“银河奖征文”和展示国外科幻佳作的“世界科幻”等。  因《科幻世界》对中国科幻创作的推动，这本杂志成为了中国科幻领域的“国民杂志”，是几乎所有的科幻作家、科幻学者和科幻迷的必读书，并荣获过中国出版领域的最高奖中国政府出版奖。,106545字,6.25元
床上的爱丽斯,https://pic.arkread.com/cover/ebook/f/5457118.1653712632.jpg!cover_default.jpg,https://read.douban.com/ebook/5457118/,"[美] 苏珊·桑塔格, 译者: 冯涛",《床上的爱丽斯》是一出关于女人，关于女人的痛苦以及女人对自我的认识的戏：一部基于一个真实人物的幻想曲，即爱丽斯·詹姆斯——美国最伟大的小说家亨利·詹姆斯和最伟大的心理-伦理学家威廉詹姆斯的幺妹。忧郁的潮水在她年方十九时淹没了她的头脑，她曾试图鼓起勇气了断自己，她曾备受各种莫可名状而又极度难缠的病痛折磨，她曾远涉海外，她曾缠绵病榻，她曾记过日记，她死在四十三岁。  在桑塔格这出关于女人的戏中，爱丽斯·詹姆斯又在想象中与《爱丽斯漫游奇境记》中的爱丽斯混同起来，此外桑塔格还召来两位十九世界美国女作家：艾米莉·狄金森和玛格丽特·福勒的亡灵，又从十九世纪的舞台上召来两位具有代表性的愤怒女性：迷尔达（出自《吉赛尔》）和昆德丽（出自瓦格纳的《帕西法尔》），一同参加“疯狂的茶会”。  《床上的爱丽斯》是桑塔格创作的唯一剧本，可她说：“我感觉我整个的一生部在为写《床上的爱丽斯》做准备。”  苏珊·桑塔格（1933～2004年），她生于美国纽约，毕业于芝加哥大学。1993年当选为美国文学艺术学院院士。她是当前美国声名卓著的“新知识分子”，和西蒙·波伏娃、汉娜·阿伦特被并称为西方当代最重要的女知识分子，被誉为“美国公众的良心”。2000年获美国国家图书奖、2001年获耶路撒冷国际文学奖，并获得2003年度德国图书大奖——德国书业和平奖。2004年12月28日病逝于纽约。,26395字,10.03元
